X;Y;id;title;Organization;Address;overview;WebPage;TitleEN;NUMBER1;AddressEN;DescriptionEN;WebPageEN;Column1;Score
500380.795;6140121.475;1443;Kalnaberÿ”s dvaro sodyba;[];Kalnaberÿ” K”daini÷ r.;Kalnaberÿ”s dvar– vald” Radvilos ∂apskiai Ko’elevskiai Stolypinai. Pastarieji XIX amÿiaus antroje pus”je pastat” dvaro r◊mus kurie iki ’iol i’lik“. R◊mai neogotikinio stiliaus. Mi’raus tipo parkas ‘kurtas XIX amÿiaus viduryje. Dvaras;;Former Kalnaberÿ” manor estate;1;Kalnaberÿ” K”dainiai District;The manor belonged to Radvilas ∂apskis Ko’elevskis. The most famous owner of the manor was Russian prime minister Piotr Stolypin. The Stolypins built a manor house in the neo-Gothic style in the 19th century. The park was set up in the 19th century.;;;3
496467.1058;6055077.562;1444;Prien÷ kra’to muziejus;[];F. Marti’iaus g. 13 Prienai;Prien÷ kra’to muziejus ‘kurtas 1995 metais. Muziejaus istorija dar nesena nes Prien÷ kra’to muziejus gim” jau atk◊rus Lietuvos Nepriklausomyb“ yra ‘kurtas ÿymaus prienie—io ? inÿinieriaus mokytojo Cezaro P’emeneckio namuose.;http://www.prienumuziejus.lt/lt/;Prienai regional museum;8;F. Marti’iaus st. 13 Prienai;Prienai regional museum founded in 1995.;;;1
442343.2331;6152742.704;1445;Lyduv”n÷ geleÿinkelio tiltas;[];Lyduv”n÷ miestelis æiluvos sen. Raseini÷ r.;Lyduv”n÷ geleÿinkelio tiltas jungiantis Dubysos ’laitus ? ilgiausias 599 m ir auk’—iausias 425 m Lietuvoje. Medin‘ tilt– pavadint– feldmar’alo Paul fon Hindenburgo vardu Pirmojo pasaulinio karo metais  pastat” vokie—iai.;;Lyduv”nai railway bridge;1;Lyduv”nai;Lyduv”nai railway bridge connecting Dubysa slopes - the longest 599 m and the highest 42.5 m in Lithuania.;;;2
451062.4175;6155299.247;1446;æiluvos æv—. Mergel”s Marijos Gimimo bazilika;[];æiluva Raseini÷ raj. M. Jurgai—io g. 2;æiluvos ’ventov” ? Raseini÷ kra’to kult◊ros paveldo perlas dvasios atgaivos ’altinis paguodos ir ramyb”s kampelis. æv—. Mergel”s Marijos apsirei’kimas 1608 m. æiluvoje i’garsino vietov“ katalik÷ tarpe.;http://www.siluva.lt/;St. Virgin Mary Basilica;1;Jurgai—io st. 2 æiluva;;;;2
370251.6663;6178726.176;1447;Sargo namas;[];Oginski÷ g. 1 Rietavas Rietavo miesto sen. Rietavo sav.;"XIX a. pabaigos raudon÷ plyt÷ m◊ro sargo namas yra kryÿiaus formos simetri’ko plano vieno auk’to su mansarda. Vakarinis fasadas jungiasi su parko tvora ir Raudonaisiais parko vartais
sudarydami darn÷ ansambl‘.";https://www.oginskiriet.lt https://www.rietavas.lt;WatchmanÔs house;1;Oginski÷ street 1 Rietavas;The red-brick watchmanÔs house was built at the end of the 19th century and is in the form of a cross of symmetric design and is one-story with a mansard. The western facade joins with the parkÔs fence and the Red Gate creating a harmonious ensem;https://www.oginskiriet.lt https://www.rietavas.lt;;1
379559.2121;6253190.976;1448;Piliakalnis  ævedkalniu Ritin”je;[];Ritin”;Vad. ævedkapiu. Ωrengtas Eglynupio kairiojo kranto ky’ulyje. ælaitai stat◊s 5 m auk’—io. Piliakalnis yra apaug“s lapuo—iais ir kr◊mais. Aik’tel“ apard” —ia stov”jusi liuteron÷ koply—ia yra jos akmeniniai pamatai griovio vakarin“ pus;;Mound called ævedkalnis;10;;It is also called Swedish Hill and is located on left bank of the Eglynupis. The site is oval shape. The slopes are steep 5 m in height. The mound is covered with deciduous trees and shrubs.;;;5
465669.9956;6126136.38;1449;Koply—ia Ariogalos partizan÷ atminimui;[];Ariogalos miesto civilin”s kapin”s. Ariogalos miesto sen. Raseini÷ raj.;1991 m. koplyt”l“ projektavo ir savo j”gomis pastat” buv“s partizan÷ ry’ininkas V. Smitrius. Greta - 53 betoniniai kryÿeliai kur 1990 m. perlaidoti partizan÷ palaikai.;;The chapel in memory of the partisan;1;Ariogala city civil cemetery;;;;4
333070.9546;6132214.73;1450;Senoji Rusn”s mokykla;[];Neringos g. 29Rusn”;Pirm– kart– Rusn”s mokykla pamin”ta 1583m. mok”si 63 mokiniai.1950m. ji tapo septynmete1955m. vidurine 1968m. perkelta ‘ nauj– pastat–.;https://www.rusne.silute.lm.lt;The old school of Rusne;1;Neringos st. 29Rusn”;The first time the Rusne school was mentioned in 1583. The number of  pupils was 63. In 1950 it?s classes were extended into the seventh grade in 1955 it became secondary in 1968 the school was transferred into a new building.;;;3
326801.9023;6146280.936;1451;Kint÷ Vyd◊no kult◊ros centras;[];Kur’iu g. 22Kintai;1705m. Kint÷ parapijineje pradÿios mokykloje 1994m. kovo 19 d.naujai restauruotoje1888-1892m. mokytojevo ÿymus Lietuvos filosofasra’ytojas Vilhelmas Storosta-Vyd◊nas. Vyd◊no muziejus buvo atidarytas kaip æilut”s muziejaus filialas.;https://www.vydunocentras.lt;Vyd◊nas culture centre of Kintai;1;Kur’iu st. 22Kintai;In 1705 in Kintai built as a parochial school in 1994 March 19 restorated as a restaurant is a building where in the years 1888-1892 the famous lithuanian philosopher writer Vilhelmas Storosta-Vyd◊nas worked as a teacher.;;;5
327588.3385;6139353.132;1452;Minijos kaimas;[];Minija Ming”;Kaimas k◊r”si Kur’i÷ mari÷ pakrant”je prie Minijos up”s ÿio—i÷. Minimas nuo 1540 m. Vadinamas lietuvi’k–j– Venecija mat j– skiria ne gatv”bet Minijos up”.;;Minija village;1;Minija Ming”;The village established itself on the coast of the Curonian Lagoon in the estuary of the river Minija. It was mentioned since the year 1540. Called the lithuanian Venice since a river not a road parted the village.;;;3
339799.0224;6150840.796;1453;Saug÷ mal◊nas-lentpj◊v”;[];æilut”s r. sav. Saug÷ k.;XIX-XX a. pirmoje pus”je Saug÷ kra’tas i’siskyr” mal◊n÷ ‘vairove ? v”j÷ mal◊nai vandens mal◊nai garinis mal◊nas motorinis ? Saugose.;;Saugai sawmill;1;Saugai village;In the first half of the XIX-XX century the Saugai region distinguished itself from each other with the variety of mills ? windmills watermills steammills a motor mill ? in Saugai.;;;5
352005.714;6143771.31;1454;Gardamo Lurdas;[];Baÿny—ios g.1 Gardamas;Lurdas yra pastatytas ’laite ’v. Roko baÿny—ios pa’on”je XX a. pradÿioje.;;Lourdes grotto of Gardamas;1;Baÿny—ios st.1 Gardamas;The Lourde was built on a slope on the side of the Saint Roch catholic church in the early years of the XXth century.;;;3
354700.3969;6138701.397;1455;Vandens mal◊nas;[];œaliojo kalno 6g.œemai—i÷ naumiestis;Vandens mal◊nas pastatytas ant Vanagio upelio. 1909 m. dvarinink” E. Speranskien” pardav” mal◊n– valstie—iui J.Pai—iui. 1941 m. sovietin” valdÿia mal◊n– nacionalizavo.;;Water mill;1;œaliojo kalno 6 st. œemai—i÷ naumiestis;The watermill was built on the small river ÚVanagisÚ. In 1909 landlady E. Speranskiene sold the mill to a peasant named J.Pai—is. In 1941 the soviet sovietin” government nationalized it.;;;1
354294.3679;6138342.712;1456;Memoarialas T”vyn”s kan—ioms atminti;[];Klaip”dos g. œemai—i÷ Naumiestis;Memorialas T”vyn”s kan—ioms atminti pastatytas 1990 m. naumiesti’ki÷ rankomis. Simboliniai geleÿinkelio b”giai primena tremtini÷ kryÿiaus kelius.;;Memorial;1;Klaip”dos st. œemai—i÷ Naumiestis;Memorial to the remembrance of suffering of the Motherland. The memorial was built in 1990 by the hands of the people of Naumiestis. The symbolic railway tracks reminds everyone of the exiles and their Úcarrying of the crossÚ.;;;2
354571.3193;6138474.565;1457;æv.Arkangelio Mykolo medin” baÿny—ia;[];S. Dariaus ir S.Gir”no g. 3;Medin“ baÿny—i– 1782 m. pastat” Mykolas Ronikeris. Ji 1790 m. konsekruota dovanotas valakas ÿem”s.;;Saint archangel Michael?s wooden church;1;S. Dariaus and S.Gir”no st. 3;The wooden church was built in 1782. It was built by Mykolas Ronikeris. In 1790 it was consecrated and gifted wallachs of land.;;;2
498376.5723;6131754.011;1458;Mikalojaus Dauk’os –ÿuolas;[];Bab”nai K”daini÷ m.;Tai seniausias K”daini÷ miesto –ÿuolas skersmuo ? 170 m auk’tis ? 23 m. Pasakojama kad j‘ pasodino K”dainiuose apie 1527 m. ? gim“s Mikalojus Dauk’a. Ωsp◊dingos apimties vis dar ÿaliuojantis.;http://www.kedainiutvic.lt;Mikalojus Dauk’a's oak;9;Bab”nai suburb K”dainiai;It is the oldes oak in K”dainiai diameter - 170 m height ? 23 m. It is said to have been planted by Mikalojus Dauk’a 1527 m. ? -  1613 a priest and fosterer of the Lithuanian language. Still alive and green impressing by its size and age.;;;2
503530.2807;6036623.83;1459;Rumboni÷ æv—. Trejyb”s baÿny—ia;[];Nemuno g. 55 Rumboni÷ k. Alytaus sen. Alytaus r.;Rumboni÷ æv—. Trejyb”s baÿny—ia pastatyta 1795 m. Nedidel” medin” baÿnyt”l” yra liaudies architekt◊ros form÷ turi klasicizmo element÷ bebok’t” sta—iakampio plano halin” su ’e’i÷ kolon÷ portiku.;http://www.alytus-tourism.lt/lt/lankytinos-vietos/baznycios;St. Trinity's church in Rumbonys;1;Nemuno street 55 Rumbonys village Alytus Neighbourhood Alytus District;It was built in 1795. A small wooden church has the elements of folk architecture and classicism rectangular shape a hall with six pillars portico has no tower.;http://www.alytus-tourism.lt/en/places-to-visit/architecture-values;;3
515992.1883;6040643.28;1460;Butrimoni÷ æven—iausiojo I’ganytojo baÿny—ia;[];Alytaus r. sav. Butrimonys Margirio g. 22;"Baÿny—ios statybos kertinis akmuo buvo pa’ventintas 1906 m. Vienabok’t” masyvi baÿny—ia baigta statyti tik 1926 m.
Baÿny—ia turi romaninio stiliaus element÷. Joje yra verting÷ XIX a. I pus”s tapybos ir liaudies dail”s darb÷.";http://www.alytus-tourism.lt/lt/lankytinos-vietos/baznycios;The Sacred Saviour's Church in Butrimonys;1;Margirio street 22 Butrimonys Neighbourhood Alytus District;The cornerstone was sanctified in 1906. The massive church with one towe was completed in 1926. The church has some elements of the Romanesque style. The church owns several valuable works of painting and folk art of the first half of the 19th century.;http://www.alytus-tourism.lt/en/places-to-visit/architecture-values;;2
497927.4412;6152266.867;1461;Paberÿ”s dvaro sodyba;[];Paberÿ” K”daini÷ r.;Dvar– pastat” grafas æilingas kuris buvo  1863 m. sukilimo r”m”jas ir v”liau i’tremtas ‘ Sibir–. Dvaras padovanotas caro valdininkui Tichejevui. Dabar dvare yra 1863 m. sukilimo muziejus. Parke prie’ais dvaro r◊mus supiltas sukil”li÷ atmini;;Former Paberÿ” estate manor;1;Paberÿ” K”dainiai District;It was built by Count æilingas. He supported the 1863 Uprising and was exiled to Siberia the manor was handed to the czarist civil servant Tichejev. Now the manor houses the Museum of the 1863 Uprising.;;;2
501450.0926;6015039.78;1462;Didysis Dz◊kijos akmuo;[];Vangeloni÷ k. Nemunai—io sen. Alytaus r.;Tai didÿiausias riedulys Dz◊kijoje bei devintas pagal dyd‘ Lietuvoje. Akmuo yra netaisyklingos formos vietomis pad◊l”j“s sutr◊kin”j“s. Akmens ilgis ? 7 m plotis ? 45 m apimtis ? 18 m. Geologiniu paminklu akmuo paskelbtas 1964 m.;http://www.alytus-tourism.lt/lt/lankytinos-vietos/gamtos-paminklai;The Giant Stone of Dz◊kija;9;Vangelonys village Nemunaitis Neighbourhood Alytus District;This is the largest boulder in Dz◊kija and the ninth largest boulder in Lithuania. It is irregularly shaped dacyed and cracked in places. The lenght of the boulder is 7 m the width - 45 m the girth - 18 m.;http://www.alytus-tourism.lt/en/places-to-visit/nature-values;;2
370068.4841;6178923.87;1463;Karietin”;[];Parko g. 5 Rietavas Rietavo miesto sen. Rietavo sav.;Pastyta 1848?1872 m. buvo sum◊rytos i’ degt÷ plyt÷ pustre—io auk’to. Karietin” suplanuota taip kad buvo galima atskirai laikyti dvaro pa’to ir sve—i÷ arklius. Pastate 2013 metais ‘sikur” Rietavo kult◊ros turizmo ir verslo informacijos;https://www.oginskiriet.lt https://www.rietavas.lt;Karietin”;1;Parko street 5 Rietavas;The stables built from 1848 to 1872 were made of fired bricks and consisted of two and a half floors. The roof was covered with wood shingles.;https://www.oginskiriet.lt https://www.rietavas.lt;;1
370007.6302;6178948.662;1464;Alaus darykla ? skalbykla ? vandentiekio Bok’;[];Parko g. 12 Rietavas Rietavo miesto sen. Rietavo sav.;Alaus darykla ? skalbykla ? vandentiekio bok’tas yra dvaro sodybos centrin”je dalyje. Pastatyta XIX a. viduryje bok’tas ? XIX a. II pus”je. Plytinis istorizmo laikotarpio bok’tas turi neorenesanso bruoÿ÷.;https://www.oginskiriet.lt https://www.rietavas.lt;Brewery ? washhouse ? watertower;1;Parko street 12 Rietavas;The brewery ? washhouse ? watertower is in the central part of the manor. It was built in the middle of the 19th century and the tower was added in the second half of the 19th century.;https://www.oginskiriet.lt https://www.rietavas.lt;;2
370067.2203;6179052.32;1465;Muzikos mokykla;[];L. Ivinskio g. 4 Rietavas Rietavo miesto sen. Rietavo sav.;1872 m. buvo ‘kurta pirmoji Lietuvoje profesionali 6-met” muzikos mokykla kuriai 1874?1880 m. vadovavo Juozas Kalvaitis o 1891 m. ? kompozitorius Juozas Naujalis. Dabar ’iame pastate veikia Oginski÷ kult◊ros istorijos muziejus.;https://www.oginskiriet.lt https://www.rietavas.lt;The former music school;1;L. Ivinskio street 4 Rietavas;"In 1872 the first professional six-year music school in Lithuania was founded here led from 1874 to 1880 by Juozas Kalvaitis and in 1891 by the composer Juozas Naujalis. At present
the Oginski Cultural History Museum is  located in the building.";https://www.oginskiriet.lt https://www.rietavas.lt;;3
370052.2802;6178970.868;1466;Muzikant÷ bendrabutis;[];Parko g. 10 Rietavas Rietavo miesto sen. Rietavo sav.;1883 m. ‘k◊rus simfonin‘ orkest– jo nariams ir muzikos mokyklos aukl”tiniams apgyvendinti Rietavo dvaro sodybos centrin”je dalyje buvo pastatytas bendrabutis. Pastatas po Antrojo pasaulinio karo buvo rekonstruotas ir pritaikytas mokyklai.;https://www.oginskiriet.lt https://www.rietavas.lt;The musiciansÔ dormitory;1;Parko street 10 Rietavas;After the establishment of the symphony orchestra in 1883 a dormitory was built to house its members and the students of the music school. After the Second World War the building was reconstructed and adapted for use as a school.;https://www.oginskiriet.lt https://www.rietavas.lt;;1
364825.6786;6138809.732;1467;Vainuto æv. Jono Krik’tytojo baÿny—ia;[];A.Baranausko g. 2 Vainutas;Baÿny—ia sta—iakampio plano dvibok’t” su apside. Joje 3 altoriai. æventoriaus tvora akmen÷ m◊ro.;;Saint John the Baptist?s church of Vainutas;1;A.Baranausko st. 2 Vainutas;The church was built by a rectangular form two towered with an apse. It has 3 altars. The churchyard fence is of stone masonry.;;;1
487781.9729;6154328.967;1468;Terespolio dvaro sodyba;[];Terespolio k. Gudÿi◊n÷ sen. K”daini÷ r.;Eustachijus Juozapas Chrapovickis 1720-1802 buvo ved“s Teres“ æ—ytait“ mir” 1809 m. jos vardu pavadintas Terespolio dvaras anks—iau ? Balsiai. Dvaro r◊mai statyti XIX a pab. ? XX a. pr. Peizaÿin‘ park– suprojektavo garsus dendrologa;;Former Terespolis Manor;1;Terespolis village K”dainiai District;Eustachijus Juozapas Chrapovickis 1720-1802 named his manor by the name of his wife. The manor was built In the 19th-20th c. The park was designed by a famous landscape designer dendrologist Georg Kuphaldt.;;;2
362029.1567;6130221.167;1469;Katy—i÷ miestelio istorin” dalis;[];Katy—iai;Miestelio plano strukt◊ra radialin”. Dauguma pastat÷ i’sid”st“ palei kelius kurie eina ‘ æilut“ œ. Naumiest‘ Stoni’kius.;;Katy—iai town historical site;1;;The town plan structure is radial. Most buildings are next to the roads which lead to æilut“ œemai—i÷ Naumiestis Stoni’kiai.;;;3
321784.791;6137568.955;1470;Vent”s rago ornitologin” stotis;[];Mari÷ g. 24 Vent”s kaimas æilut”s rajonas.;Ωkurta 1929 m. prof. T. Ivanausko iniciatyva. 1929 ? 2006 m. Vent”s rago ornitologin”s stoties darbuotojai kartu su talkininkais apÿiedavo beveik 2 mln. pauk’—i÷.;;Vent” horn ornithological station;7;Mari÷ st. 24 Vent” village;Established in 1929 by the initiative of prof. T. Ivanauskas. In the years of 1929 ? 2006 the workers of the Vent”s horn ornithological station together with volunteers ringed almost 2 million birds.;;;3
328214.8094;6137654.926;1471;Uostadvario ’vyturys;[];Uostadvario g. 47 Uostadvaris æilut”s rajonas.;ævyturys taisyklingo a’tuonkampio formos sien÷ briaunos papuo’tos ÿalios spalvos glaz◊ruotomis plytomis sienos raudon÷ plyt÷ m◊ro. Auk’tis 18 m.;;Uostadvaris lighthouse;1;Uostadvario st. 47 Uostadvaris;The lighthouse is a correct octagonal form the edges of the walls are decorated with green glazed bricks the walls are of red brick masonry. Height is 18 meters.;;;4
321762.9762;6137564.646;1472;ævyturio priÿi◊r”tojo namas;[];Vent”s kaimas æilut”s rajonas;;;Lighthouse caretaker's house;1;Vent”;;;;4
338969.0156;6140181.544;1473;Lapali÷ ? Auk’tumali÷ piliakalnis;[];Traks”dÿiai æilut”s rajonas;;;Lapali÷ - Auk’tumala peat hill fort of Traksedziai;10;Traks”dÿiai;;;;2
325672.9139;6143149.772;1474;Muiÿ”s kaimo kapin”s;[];Muiÿ”s kaimas æilut”s rajonas;Kapin”se palaidotas  E. V. Berbomas.;;Muiÿes village graveyard;0;Muiÿ” village;Resting place of E. V. Berbomas.;;;5
350355.487;6154294.058;1475;æv”k’nos parapijos kapin”s;[];æv”k’na æilut”s rajonas;"Kapin”se palaudoti: Mykolas Mieÿinis ? kunigas kalbininkas; Jurgis Pliateris ? lietuvi’kosios bibliografifos pradininkas Simonas Stanevi—ius ? ra’ytojas.";;æv”k’na parish cemetery;0;æv”k’na;"Resting place of: Mykolas Mieÿinis ? priest linguist; Jurgis Pliateris ? the pioneer of Lithuanian bibliography Simonas Stanevi—ius ? writer.";;;3
333399.1323;6132195.339;1476;Buvusios klebonijos sodyba;[];Rusn” æilut”s rajonas;Sodyba ‘sik◊rusi Rusn”s miestelio istoriniame centre. Ry—iau sodybos likes tradicinis gatv”s apstatymo fragmentas kur‘ pratesia klebonijos sodybos pastatai.;;Former rectory homestead;1;Rusn”;The homestead lies in the historical centre of Rusne. In the east of the homestead lies an old tradiotional street fragment which extend the rectory homestead buildings.;;;4
485984.0065;6023939.983;1477;Kauk÷ piliakalnis;[];Kauk÷ II k. Miroslavo sen. Alytaus r.;Kauk÷ Obelyt”s kompleks– sudaro skirtinguose kaimuose atsid◊r“ du piliakalniai papilys ir pap”d”s gyvenviet”. Pagrindinis piliakalnis Kaukai ‘rengtas Per’”k”s kairiojo kranto vingyje esan—ioje auk’tumoje. Piliakalnis datuojamas I t◊ks;http://www.alytus-tourism.lt/lt/lankytinos-vietos/piliakalniai;The Kaukai Mound;10;Kaukai II village Miroslavas Neighbourhood Alytus District;The Kaukai Obelyt” complex is on the left bank of the Per’”k” runlet. The complex is set up of two mounds that are in two different villages a pertinent of the castle suburbium and a subjacent village. Mound dates back  1st millennium - 11th cen;http://www.alytus-tourism.lt/en/places-to-visit/mounds;;1
398743.9354;6167096.205;1478;Medv”galis;[];æilal”s raj. Laukuvos sen.;Auk’tis - 234 m. Apie Medv”galio vardo kilm“ pasakojama jog kitados jo vir’◊n”je buvusi galinga pilis kart– apgulta begal”s geleÿimi ginkluot÷ prie’÷ kuri÷ net narsiausi pilies gyn”jai negal”j“ ‘veikti: reik”jo ’auktis pagalbos i’;https://www.silalesmuziejus.lt;Medv”galis hill fort;10;æilal” district;Height - 234 m.;;;1
503269.8135;6028983.58;1479;Alytaus kra’totyros muziejus;[];Savanori÷ g. 6 Alytus;Alytaus kra’totyros muziejus miesto inteligent÷ iniciatyva buvo ‘kurtas 1928 m. æiandien jame saugoma daugiau kaip 65 t◊kst. eksponat÷ ? tai istorin” etnografin” ir archeologin” medÿiaga patekusi ‘ muziejaus fondus i’ vis÷ Piet÷ Lietuvo;http://www.alytausmuziejus.lt;The Museum of Ethnography;8;Savanori÷ street 6 Alytus;The Museum of Ethnography was founded in 1928 under the initiative of the local intelligentsia. More than 65000 exhibits are kept. Historical ethnographical and archaeological antiques were collected to the museum fund.;http://www.alytausmuziejus.lt;;2
524171.0332;6036050.848;1480;æv—. Mergel”s Marijos ∏mimo ‘ Dang÷ baÿny;[];Alytaus r. sav. Piva’i◊n÷ sen. Piva’i◊n÷ k. Trak÷ g. 6;1825 m. buvo pastatyta ’iandienin” medin” baÿny—ia. Didÿiajame altoriuje yra stebuklingas Dievo Motinos paveikslas  prilygstantis Au’ros Vart÷ Madonai. Piva’i◊n÷ baÿny—ia yra ‘traukta ‘ Jono Pauliaus II piligrim÷ keli–.;http://www.pivasiunai.lt/;St. MaryÔs Accepting to the Heaven Church;1;Trak÷ street 6 Piva’i◊nai village Piva’i◊nai Neighbourhood Alytus District;St. MaryÔs Accepting to the Heaven Church in Piva’i◊nai was built in 1825. The center of the feast is a wooden church with its miraculous painting of the Blessed Virgin Mary in the central altar. The church was included into John Paul II pilgrimage r;http://www.pivasiunai.lt/;;5
492810.1006;6027192.636;1481;Dailininko Antano œmuidzinavi—iaus t”vi’k”;[];œmuidzinavi—iaus g. Balk◊n÷ k. Miroslavo sen. Alytaus r.;Dailininko Antano œmuidzinavi—iaus t”vi’k”. Memorialin” sodyba ‘rengta  1896 m. statytame name. ∂ia prab”go ÿymaus dailininko vaikyst”.  T”vi’k”s sodybos kompleks– sudaro: namas-muziejus kl”tis ir tvartas.;http://www.alytus-tourism.lt/lt/lankytinos-vietos/muziejai-ir-galerijos;Memorial Farmstead of Antanas Zmuidzinavi—ius;8;œmuidzinavi—ius street Balk◊nai village Miroslavas Neighbourhood Alytus district;Memorial Farmstead and place of birth of the painter Antanas Zmuidzinavi—ius built in 1896 located in Miroslavas district neighbourhood in the Balkunai village where the famous painter spent his childhood. An exhibition is located in part of the house.;http://www.alytus-tourism.lt/en/places-to-visit/museums-and-galeries;;2
370124.0794;6178707.216;1482;Namas vadinamas ˜KryÿauniaÚ;[];Oginski÷ g. 8 Rietavas Rietavo miesto seni◊nija Rietavo savivaldyb”;Namas vadinamas ˜KryÿauniaÚ pastatytas XIX a. II p. sodybos pietin”je dalyje uÿ teritorijos aptvertos sen–ja tvora. Manoma kad tai buvo dvare dirbusi÷ ÿmoni÷ gyvenamasis namas. 1944?1953 m. jame veik” NKVD b◊stin”.;https://www.oginskiriet.lt https://www.rietavas.lt;The house called ÚKryÿaunia¶;1;Oginski÷ street 8 Rietavas;"The house called Úkryÿaunia¶ was built in the second half of
the 19th century in the southern part of the manor beyond the territory marked by the old fence. It is thought that the house was a residence for people working at the manor.";;;2
379121.9267;6188600.638;1483;Vytauto Didÿiojo paminklas Meding”nuose;[];Vytauto Didÿiojo a. Meding”nai Meding”n÷ sen. Rietavo sav.;1936 m. pastatytas paminklas stovi Meding”n÷ miestelio centre. 1962 m. paminklas buvo nugriautas ir jo dalys ‘m◊rytos ‘ mokyklos pamatus. 1990-aisiais paminklas atstatytas aut. A. ælapikas archit. V. Juozaitis.;https://www.rietavas.lt;Monument to Vytautas the Great in Meding”nai;1;Vytauto Didÿiojo alley Meding”nai;The monument built in 1936 stands in the centre of the town of Meding”nai next to the Church of the Most Holy Trinity. In 1962 the monument was demolished and parts of it were used in the foundations of a nearby school.;https://www.rietavas.lt;;4
383739.101;6179182.28;1484;æv—. Mergel”s M. Apsilankymo baÿny—ios komple;[];œemai—i÷ a. 6 LT-90282 Tverai Tver÷ sen. Rietavo sav.;Dabartin” baÿny—ia pastatydinta 1897 m. dviauk’t” varpin” ? 1907 m. Tai didÿiausia Lietuvos medin” dvibok’t” su apside 6 puo’ni÷ altori÷ baÿny—ia. æventoriuje ‘rengta 14 koplyt”li÷ su Kryÿiaus kelio stacijomis.;https://www.tverai.lt;Church of the Visitation;1;œemai—i÷ street 6 Tverai;The present-day church was built in 1897 and its two-level bell-tower was built in 1907. It is the largest wooden twin-steepled church in Lithuania with an apse and six ornate altars. 14 shrines with the Stations of the Cross adorn the churchyard.;https://www.tverai.lt;;5
641023.6112;6179364.881;1485;Zaras÷ kra’to muziejus;[];D.Bukonto g. 20 Zarasai;Apsilank“ muziejuje gal”site apÿi◊r”ti ekspozicijose ‘amÿint– kra’to istorij– senus dokumentus ÿvejybos ir medÿiokl”s ‘rankius bei trof”jus baÿnytin“ literat◊r– kra’tie—io dailininko M. æileikio darbus.;https://www.zarasumuziejus.lt;Zarasai museum;8;D.Bukonto st. 20 Zarasai;Visiting the museum will be able to see the exhibits: old documents fishing and hunting tools and trophies church literature works by artist M. æileikis.;;;5
610611.2435;6179963.136;1486;Kalbininko Kazimiero B◊gos memorialinis muziejus;[];Paÿieg”s k. Zaras÷ raj.;Muziejaus ekspozicijose pasakojama apie garsaus kra’tie—io mokslo metus profesin“ veikl– mokslo darbus ir jo atminimo ‘amÿinim– eksponuojamos ’eimynin”s nuotraukos ir relikvijos.;https://www.zarasai.lt/tic;Linguist Kazimieras B◊ga memorial museum;8;Paÿieg” village;;;;1
634563.3865;6162639.817;1487;Vidos œilinskien”s ˜J◊r÷ muziejusÚ;[];Laisvoji a. 14 Salakas Zaras÷ raj.;Graÿut”s regioninio parko lankytoj÷ centre yra ‘kurtas Vidos œilinskien”s ˜J◊r÷ muziejusÚ kuris yra labiausiai nutol“s nuo vandenyno. æis muziejus ? unikali per 30 met÷ kaupta j◊ros gyv◊n÷ spalving÷j÷ koral÷ kriaukli÷ suvenyr;https://www.grazute.lt;"Vida œilinskien” ""Maritime museum""";8;Laisvoji alley 14 Salakas;Graÿut” regional park the visitor center funds set up by V. œilinskien” a maritime museum which is farthest from the ocean.;;;4
620736.9675;6187620.16;1488;Antazav”s kra’to visuomeninis istorijos muziejus;[];Antazav”s k. Zaras÷ raj.;Graf÷ Pliateri÷ dvaro r◊m÷ viename kambaryje ‘rengtas muziejus kuriame eksponuojama i’sami ’io kra’to istorija daug vietos skirta dvaro savinink÷ ’ios gimin”s atminimo ‘amÿinimui.;https://www.zarasai.lt/tic;Antazav” history museum;8;Antazav” village;;;;5
617700.6822;6170888.395;1489;Antaliept”s kra’totyros muziejus;[];A. œil”no g. 1. Antaliept” Zaras÷ raj.;Muziejaus eksponatai surinkti Antaliept”je ir jos apylink”se. Jie pasakoja apie ’io kra’to istorij– garsius ÿmones ir byloja turting– kult◊rinio paveldo palikim–.;https://www.zarasai.lt/tic;The local lore museum of Antaliept”;8;A. œil”no st. 1. Antaliept”;;;;2
615589.9357;6180725.671;1490;∂iÿo alaus darykla ir senov. gamybos ‘ranki÷ e;[];Duset÷ vienkiemis Zaras÷ raj.;Ram◊nas ∂iÿas ? ketvirtas aludaris gimin”je gaminantis al÷ kurio recept◊ra ’eimoje ÿinoma nuo 1863 m. R. ∂iÿas - kulinarinio paveldo pradininkas Zaras÷ kra’te.;https://www.cizoalus.lt;∂iÿas brewery and vintage production tools expo.;8;Dusetos;;;;3
#NAME?;#NAME?;1491;Auk’tumalos paÿintinis takas;[];æilut”s rajonas;Auk’tumalos paÿintinis takas kurio ilgis ‘ abi puses yra 1740 metr÷ ‘kurtas Auk’tumal”s telmologiniame draustinyje. Draustinis ‘steigtas norint renat◊ralizuoti ir i’saugoti Auk’tumal”s pelkin“ ekosistem–.;;;9;;;;;4
