X,Y,id,title,Organization,InsertDate,UpdateDate,Address,overview,WebPage,TitleEN,NUMBER1,AddressEN,DescriptionEN,WebPageEN,,Score
600266.5534,6218111.345,982,Juodupės miestelio visuomeninis muziejus,[],3/26/2014,,Pergalės g. 4 Juodupė juodupės sen.,2007 metais atnaujintos buvusio Juodupės audinių fabriko „Nemunas“ etnografinės istorinės ekspozicijos atspindinčios Juodupės miestelio istoriją.,http://www.rokiskiotic.lt/lt/juodupes-miestelio-visuomeninis-muziejus,,8,,,,,3
612420.997,6203042.747,983,Obelių gimnazijos etnografijos muziejus,[],3/27/2014,,Mokyklos g. 6 Obeliai Rokiškio raj.,Didžiąją muziejaus rinkinio dalį sudaro XIX–XX a. pradžios namų apyvokos daiktai buities įrankiai rankdarbiai audiniai. Muziejuje taip pat sukaupta pinigų ir senų knygų kolekcija.,http://www.muziejai.lt/rokiskis/obeliu_etnografijos_muziejus.htm,,8,,,,,2
595384.5659,6222835.757,984,Onuškio visuomeninis muziejus,[],3/27/2014,,Onuškio kaimas Juodupės seniunija Rokiškio raj.,,http://www.rokiskiotic.lt/lt/onuskio-istorijos-visuomeninis-muziejus,,8,,,,,1
576748.2506,6211257.259,985,Pandėlio vidurinės mokyklos muziejus,[],3/27/2014,,Panemunio g. 25 Rokiškio raj.,Muziejuje saugomi įvairūs XVIII–XX a. žmonių naudoti daiktai atspindintys Pandėlio apylinkių etnokultūrą. Tai darbo įrankiai namų apyvokos reikmenys spaudiniai pinigai ženkliukai ir kt.,http://www.muziejai.lt/rokiskis/pandelio_mokyklos_muziejus.htm,,8,,,,,1
617613.5125,6197627.059,986,Petro Dručkaus muziejus,[],3/27/2014,,Apeikiškio kaimas Obelių sen. Rokiškio raj.,,http://www.rokiskiotic.lt/lt/petro-druckaus-privatus-muziejus,,8,,,,,3
595891.1774,6202435.87,987,Kavoliškio dvaras parkas,[],3/27/2014,,,Kavoliškio kalnelyje stovi koplytstulpis žymintis  grafo Zigmanto Leopoldo Komarovskio 1865-1920 Lenkijos prezidento Bronislavo Komarovskio prosenelio amžino poilsio vietą.,http://www.rokiskiotic.lt/lt/kavoliskio-dvaras-ir-parkas,,8,,,,,2
572924.6055,6082762.26,988,Karvio Šv. Juozapo bažnyčia,[],3/20/2014,,Bažnyčios g. 11 Karvys 14244 Lietuva,Karvio dvaro savininkas Točilauskis 1779 m. pastatė medinę bažnyčią. 1861 m. bažnyčia sudegė. Jos vietoje 1862–1865 m. pastatyta dabartinė mūrinė bažnyčia. Bažnyčia istoristinė turi neogotikos elementų stačiakampio plano dvibokšt,http://lt.wikipedia.org/wiki/Karvio_Šv._Juozapo_bažnyčia,,1,,,,,4
399073.7274,6216901.787,989,Paontšvestės piliakalnis,[],3/24/2014,8/5/2014,Virmėnų k. Nevarėnų sen. Telšių r.,Kaimo šiaurinė dalis 15 km į pietvakarius nuo Nerimdaičių kaimo II kapinių į rytus nuo Eigirdžių-Mitkaičių kelio greta jo.,,Paontšvestė mound,10,Virmėnai village Nevarėnai parish Telšiai district.,,,,5
393323.5263,6220432.394,990,Nukryžiuotojo Jėzaus bažnyčia,[],3/24/2014,8/5/2014,,,,Crucified Jesus Church,1,,,,,1
398295.3217,6222835.345,991,Šv. Marijos bažnyčia,[],3/24/2014,8/5/2014,,,,St. Mary church,1,,,,,4
390927.5653,6125089.89,992,Švč. Trejybės Romos katalikų bažnyčia,"[{'id':11, 'name': 'Taurages_turizmo_ir_verslo_informacijos_centras_Vsi'}]",3/24/2014,4/8/2014,Stoties g. 1 Tauragė,Bažnyčia pašventinta 1903 m.. Bažnyčia mūrinė kryžminio plano su aštuonsieniu bokštu turi romantizmo ir klasicizmo architektūros bruožų.,,,1,,,,,1
390935.7674,6125036.444,993,Paminklas Kęstučio apygardos partizanams,"[{'id':11, 'name': 'Taurages_turizmo_ir_verslo_informacijos_centras_Vsi'}]",3/24/2014,,Bažnyčios skveras,Paminklo autoriai skulptorius Regimantas Midvikis ir architektas Vytenis Mazurkevičius. Tai abstrakti skulptūrinė kubo pavidalo figūra iš raudono poliruoto granito. Ji simbolizuoja sunaikintą išsprogdintą partizanų slėptuvę vadavietę bunke,,,2,,,,,3
388766.3339,6216238.74,994,Šv. Jėzaus Širdies bažnyčia,[],3/24/2014,8/5/2014,,,,St. Jesus heart church,1,,,,,5
391325.4995,6125379.874,995,Paminklas Vincui Kudirkai,"[{'id':11, 'name': 'Taurages_turizmo_ir_verslo_informacijos_centras_Vsi'}]",3/24/2014,3/24/2014,Vyskupo Jono Kalvano parkas,Paminklas V. Kudirkai buvo pastatytas 1928 m. prie Tauragės valsčiaus būstinės. XX a. 7 dešimtmety   sovietinės valdžios įsakymu paminklas buvo sunaikintas.Postamentas 1990 m. atstatytas .,,,2,,,,,4
380838.0784,6213813.829,996,Brėvikų dvaras,[],3/24/2014,8/5/2014,Brėvikių k. Gadūnavo sen. Telšių r.,Brėvikių dvaras pasiekiamas iš Alsėdžių miestelio pavažiavus 3 km į rytus. Dvaras nuo senovės laikų priklausė senai žemaičių bajorų Narutavičių giminei. Ši giminė gavusi herbą 1413 m. Horodlės aktų metu.,,Brėvikiai manor,1,Brėvikiai village Gadūnavai parish Telšiai district,Brėvikiai manor can be reached from Alsėdžiai village by travelling 3 km to the East. Manor from ancient times belonged to old samogitian nobleman Narutavičiai family. This family got armorial bearing in 1413 year in Horodlė act moment.,,,3
391332.9078,6125444.168,997,Martyno Mažvydo evangelikų-liuteronų bažnyčia,"[{'id':11, 'name': 'Taurages_turizmo_ir_verslo_informacijos_centras_Vsi'}]",3/24/2014,4/8/2014,Vytauto g. 56 Tauragė,1567 m. birželio 24d. įkurta Tauragės evangelikų - liuteronų parapija.1843 m. pastatoma ir pašventinama nauja bažnyčia.1947 m. švenčiant pirmosios lietuviškos knygos 400 metų jubiliejų Tauragės bažnyčiai suteikiamas Martyno Mažvydo vard,,,1,,,,,4
385672.0256,6211974.971,998,Buožėnų piliakalnis,[],3/24/2014,8/5/2014,,,,Buožėnai mound,10,,,,,1
391043.7177,6125560.585,999,Banko rūmai,"[{'id':11, 'name': 'Taurages_turizmo_ir_verslo_informacijos_centras_Vsi'}]",3/24/2014,,Vytauto g. 81 Tauragė,Tai – 1935 m. statytas architektų A. Funko ir M. Songailos projektuotas bankas. Pastato architektūroje jaučiamos neoklasicistinės tendencijos. Tai – vienas iš žymiausių tarpukario metų architektūros pavyzdžių išlikusių mažuose miestel,,,1,,,,,3
382773.5094,6206527.189,1000,Kuodžių alkakalnis,[],3/24/2014,8/5/2014,,,,Kuodžių hill,10,,,,,2
390976.1616,6125411.79,1001,Tauragės pašto pastatų kompleksas,"[{'id':11, 'name': 'Taurages_turizmo_ir_verslo_informacijos_centras_Vsi'}]",3/24/2014,4/8/2014,Dariaus ir Girėno g. 12 Tauragė,Architekto Slupskio suprojektuotas pašto stoties kompleksas su užeigos namais 1858–1861 m.. 1843 m. spalio 10 d. pašto užeigoje buvo apsistojęs Onorė de Balzakas.,,,1,,,,,4
390686.4423,6125302.781,1002,Jūros parkas,"[{'id':11, 'name': 'Taurages_turizmo_ir_verslo_informacijos_centras_Vsi'}]",3/24/2014,3/25/2014,Kranto g. Tauragė,Čia įrengtos dvi zonos - aktyvaus ir pasyvaus poilsio zonos. Parko poilsio zonų įrengimo koncepcijoje atsispindi senieji baltų lietuviški Zodiako ženklai išlaikyti keturi gamtoje egzistuojantys elementai.,,,11,,,,,3
533586.8841,6048686.316,1003,Aukštadvario piliakalnis,[],3/19/2014,,Aukštadvaris Trakų raj.,Piliakalnis Pilaitė įrengtas atskiroje kalvoje Verknės kairiajame krante. Piliakalnyje stovėjo Navinpilio pilis kurią 1381 m. vasario 14 d. panaudodami patrankas puolė kryžiuočiai. Pilis pasidavė ir buvo sudeginta.,http://www.piliakalniai.lt/piliakalnis.php?piliakalnis_id=626,,10,,,,,2
536413.9627,6050035.694,1004,Naujasodžio piliakalnis,[],3/19/2014,,Auštadvaris Trakų raj.,Piliakalnis Kazokų Kalnas įrengtas atskiroje kalvoje Mošios dešiniajame krante. Piliakalnis apardytas arimų medžiai smarkiai išretinti. Pietvakarių šlaite įrengti laiptai.  Piliakalnis žinomas ir Mošos vardu.,http://www.piliakalniai.lt/piliakalnis.php?piliakalnis_id=632,,10,,,,,5
531359.0345,6049699.912,1005,Lavariškių piliakalnis,[],3/19/2014,3/20/2014,Aukštadvaris Trakų raj.,Piliakalnis įrengtas atskiroje kalvoje. Piliakalnyje auga pavieniai medžiai. 1955 m. A. Tautavičius ištyrė aikštelę padarė pylimo pjūvį - iš viso 132 m2. Nustatyta kad pylimas supiltas per 3 kartus.,http://www.piliakalniai.lt/piliakalnis.php?piliakalnis_id=630,,10,,,,,1
533295.5908,6052915.205,1006,Velnio duobė,[],3/19/2014,,Aukštadvaris Trakų raj,"Legendoje sakoma esą kadaise čia stovėjusi bažnyčia. Kartą keleivis eidamas pro šalį pamatęs kunigą susidėjusį su mergina. Neiškentęs ir ištaręs: ""Kad tu skradžiai žemėn!“ Vos taip pasakęs  - kunigas prasmegęs kartu su merga ir",http://www.trakai-visit.lt/lt/po-aukstadvario-regionini-parka,,9,,,,,4
523667.6894,6213316.971,1007,Pasvalio kultūros ir poilsio parkas,[],3/20/2014,,Nepriklausomybės gatvės gale Pasvalys,Pasvalio kultūros ir poilsio parkas pradėtas kurti 1923 m. ir toliau vis plėstas dabar jau užima 70 ha plotą. 1986 – 1988 metais krašto tautodailininkai jį paįvairino ąžuolinėmis skulptūromis tautosakine mitologine tematika.,http://www.pasvaliomuziejus.lt,,9,,,,,1
524765.7124,6213626.534,1008,Smegduobių parkas,[],3/20/2014,,Panevėžio g. Pasvalys,Smegduobių parkas. Jis pradėtas rengti 2004 metais. Tai 8 ha ploto teritorija pietiniame miesto pakraštyje tarp VIA BALTICA magistralės ir Panevėžio gatvės kurioje išlikę keliolika įvairaus dydžio ir amžiaus smegduobių.,http://www.pasvaliomuziejus.lt,,9,,,,,3
587609.4154,6050601.052,1009,Rudaminos Viešpaties Atsivertimo cerkvės liekano,[],3/20/2014,,Rudamina LT-13246 Vilniaus r.,,https://www.facebook.com/Depresyvas/media_set?set=a.3858493546482.2137050.1402687257&type=1&l=8bdb159dfd,,1,,,,,4
587775.0449,6050466.115,1010,Stačiatikų Šv. Nikolajaus Stebukladario cerkvė,[],3/20/2014,,Vilniaus g. 45a Rudamina LT – 13246 Vilniaus r.,Pirmoji stačiatikių šventykla Rudaminoje įsteigta 1866 metais ir pavadinta Viešpaties Atsivertimo cerkve. XIX a. ji išardyta o iš senosios šventyklos pastatyta medinė kapinių koplyčia Šv. Nikolajaus Stebukladario garbei.,http://lt.wikipedia.org/wiki/Rudaminos_Šv._Nikolajaus_Stebukladario_koplyčia,,1,,,,,5
569771.8328,6072091.612,1011,Sudervės Švč. Trejybės bažnyčia,[],3/20/2014,3/25/2014,Kernavės g. 1 Sudervė LT-14016 Vilniaus r.,Pagal Lauryno Stuokos-Gucevičiaus projektą 1803–1822 m. pastatyta dabartinę mūrinę bažnyčią. Statybą prižiūrėjo architektas Laurynas Bortkevičius. Keturias evangelistų skulptūras ir didįjį altorių sukūrė skulptorius Ignotas Gulmanas,http://lt.wikipedia.org/wiki/Sudervės_Švč._Trejybės_bažnyčia,,1,,,,,4
406986.3957,6190567.435,1012,Šv. Mergelės Marijos globos bažnyčia,[],3/24/2014,8/5/2014,,,,Custody Church of Holy Maid Mary's,1,,,,,3
406962.054,6190681.206,1013,Viekšnalių kraštotyros muziejus,[],3/24/2014,8/5/2014,Viekšnalių k. Luokės sen. Telšių r.,"Iš aplinkinių kaimų surinkta per 1000 kaimo buities eksponatų kurie rodomi 4 kambariuose. 2001 m. muziejų naujais eksponatais papildė JAV gyvenantis lietuvis J. Kojelis. Jo garbei įrengtas kampelis.
Lankymas susitarus iš anksto.",,Viekšnaliai ethnographic museum,8,Viekšnaliai village Luokė parish Telšiai district,From roundabout villages there are gathered per 1000 rural household exhibits which are showed in 4 rooms. Museum was supplemented new exhibits in 2001 year by Lithuanian J.Kojelis who lives in USA. Need to book in advance.,,,5
391267.8202,6125226.945,1014,Buvusi NKVD būstinė,"[{'id':11, 'name': 'Taurages_turizmo_ir_verslo_informacijos_centras_Vsi'}]",3/24/2014,,Prezidento g. 38 Tauragė,Dar 1940 m. nacionalizuotame Oto Šuberto name Tauragėje Prezidento g. Nr. 38 buvo įkurta NKVD būstinė. Šiame name 1944 – 1954 m. veikė NKVD MGB kalėjimas. Dabar čia įsikūrusi Tauragės krašto muziejaus kovų ir kančių istorijos ekspozi,,,8,,,,,1
390905.2532,6125400.942,1015,Paminklas Vladui Putvinskiui,"[{'id':11, 'name': 'Taurages_turizmo_ir_verslo_informacijos_centras_Vsi'}]",3/24/2014,,Dariaus ir Girėno g. 3 Tauragė,Tarp Tauragės pilies ir Kultūros rūmų anksčiau buvusių Šaulių namų 1930 m. pastatytas paminklas kurį pokario metais sovietiniai kariai nuvertė sudaužė ir šalimais užkasė. Atgimimo laikais paminklas atstatytas.,,,2,,,,,2
395244.6931,6201327.797,1016,Šv. Trejybės bažnyčia,[],3/24/2014,8/5/2014,,,,CHurch of St.Trinity,1,,,,,3
394440.3581,6198626.395,1017,Getautės piliakalnis,[],3/24/2014,8/5/2014,,,,Getautė mound,10,,,,,3
532759.1129,6216787.031,1018,Stogastulpis Antanui Vienažindžiui,[],4/30/2014,6/5/2014,A. Vienažindžio g. Krinčinas Pasvalio rajonas,Nuo 1866 metų maždaug šešerius metus Krinčine kunigavo Antanas Vienažindys – puikus pamokslininkas chorvedys dainų kūrėjas. 1992 metais pažymint poeto mirties šimtmetį miestelio aikštėje prie šventoriaus iškilmingai pašventinta,,,1,,,,,4
517346.1769,6235103.51,1019,Kryžius rašytojui Petrui Rmkūnui,[],4/30/2014,4/30/2014,Kiemėnų k. Namišių sen. Pasvalio rajonas,Ąžuolinis kryžius autorius A. Grušas 1994 m. pastatytas prie Kiemėnų kaimo kryžkelės rašytojo Petro Rimkūno žūties penkiasdešimtmečiui paminėti.,,,1,,,,,1
535990.3433,6200764.493,1020,Porijų parkas,[],4/30/2014,,Parko g. Porijų k. Pasvalio rajonas,Porijų kaimo parkas,,,9,,,,,5
525833.498,6233219.408,1021,Saločių dvaro parkas,[],4/30/2014,6/26/2014,Parko g. saločiai Pasvalio rajonas,XVIII a.pab. ir XIX a. pr. Saločių dvarą valdė Medemas 1863 m. - baronas Eugenijus fon Harenas. Iš senųjų parko statinių išlikęs pilimas. Parko viduriu teka upelis Berė - Mūšos intakas. Parke auga 30 metrų aukščio mažalapės liepos 32,http://www.pasvalia.lt/object.php?id=325&m=12&ms=14,,9,,,,,1
522773.5856,6236960.624,1022,Škilinpamūšio dvaro parkas,[],4/30/2014,,Škilinpamūšio k. Saločių sen. Pasvalio rajonas,Škilinpamūšis - sena dvarvietė. 1839 m. dvarininkas Bistramas pastatė centrinius rūmus ir ūkinius pastatus. Tuo pačiu metu įveistas ir mišraus plano parkas.,,,9,,,,,3
319854.4319,6178782.866,1023,Undinėlė skulptūra,[],2/25/2015,,Prie Biržos tilto,,,Sculpture of Mermaid,2,Next to Biirža bridge,,,,1
576876.223,6152503.339,1024,Burbiškio dvaras,"[{'id':1, 'name': 'Anyksciu_turizmo_informacijos_centras_Vsi'}]",11/5/2013,2/25/2015,Burbiškio km. Anykščių raj.,XVII–XVIII a. čia įkurtas dvaras priklausė Vilniaus universitetui o nuo XIX a. vid. iki 1932 m. – ponams Venslovavičiams kurie pastatė ir įrengė naujus dvaro rūmus pasodino parką. Tarybiniais metais dvaro patalpose buvo įsikūrusi mokykl,http://www.burbiskis.lt/,,1,,,,,4
526970.018,6215064.325,1025,Baltijos kelio Kryžių slėnis,[],5/12/2014,,ŠR Pasvalio miesto pakraštys prie Via Baltica magistralės,Šiam slėniui pradžią davė Baltijos kelio akcija: savo dalyvavimo joje ženklus paliko kelių kitų Lietuvos rajonų atstovai. Slėnis ilgainiui praturtėjo kryžiais skirtais kraštui reikšmingiems įvykiams atminti.,http://www.pasvaliomuziejus.lt,,11,,,,,4
399700.2853,6198987.023,1026,Pakapių piliakalnis,[],3/24/2014,3/24/2014,,,,,10,,,,,5
524814.9824,6214234.855,1027,Paminklas kryžius Laisvės gynėjų atminimui,[],5/12/2014,5/12/2014,Vytauto Didžiojo a. Pasvalys,"Paminklas  iškilo Pasvalio centre priešais Vytauto Didžiojo aikštę ant kurios grindinio pokario metais stribai guldydavo žuvusių partizanų kūnus. 
Autoriai – Arūnas Grušas ir Kęstutis Krasauskas. 
Atidengtas 2006-02-16",,,1,,,,,4
601702.3914,6152329.772,1028,"Tradicinių amatų centras ""Svirnas""",[],5/13/2014,8/26/2014,K. Ladygos g. 18 Utena,Amatų centro tikslas – išsaugoti Utenos krašto etninės kultūros paveldą išlaikyti lietuvių savitumą. Čia mokoma karpinių kiaušinių marginimo vytelių pynimo mezgimo vaistinės žolininkystės ir t.t. gamybos subtilybių.,http://www.utenosmuziejus.lt,"Handicraft centre ""Svirnas""",8,K. Ladygos str 18 Utena,The aim of the centre is to preserve Utena area's cultural heritage and maintain Lithuanian uniqueness. People can learn how to make cuttings paint and variegate Easter eggs knit weave and more.,http://www.utenosmuziejus.lt,,5
599982.2239,6152145.788,1029,Utenos turizmo informacijos centras,[],5/13/2014,8/26/2014,Stoties g. 39 Utena,,http://www.utenainfo.lt,Utena tourism information centre,6,Stoties str 39 Utena,,http://www.utenainfo.lt,,5
601350.2225,6153246.23,1030,Muzikinis šviečiantis fontanas,[],5/13/2014,8/25/2014,Aušros g. Utena,2011 metais Utena atšventė 750 metų jubiliejų. Šios šventės proga Dauniškio ežeras pasipuošė šviečiančiu ir grojančiu fontanu su vandens ekranu.,http://utenainfo.lt/lt/dauniskio_ezeras_utenoje,Musical/flashing fountain,11,Aušros str Utena,The fountain was built for the 750th anniversary of the town. It plays music has flashing lights and a water-screen.,http://utenainfo.lt/lt/dauniskio_ezeras_utenoje,,1
588090.175,6149817.488,1031,Vytauto Valiušio keramikos muziejus,[],5/13/2014,8/27/2014,Topolių g. 7 Leliūnai Utenos r.,Muziejaus ekspozicijų salėse rodoma apie 700 autentiškų senosios keramikos pavyzdžių. Įrengtos penkios keramikų darbo vietos.,http://www.utenosmuziejus.lt,Vytautas Valiušis pottery museum,8,Topolių str 7 Leliūnai village Utena district,There are close to 700 authentic exhibits of pottery. There are 5 places to make pottery in the museum as well.,http://www.utenosmuziejus.lt,,4
391827.4114,6126222.506,1032,1–ojo Pasaulinio karo  karių kapinės,"[{'id':11, 'name': 'Taurages_turizmo_ir_verslo_informacijos_centras_Vsi'}]",3/24/2014,,Dariaus ir Girėno g. Tauragė,Tauragėje yra išlikusios Pirmojo pasaulinio karo aukų kapinės stovi paminklas. Greta palaiduoti 64 rusų ir 121 vokiečių kariai. 1988 m. sutvarkyta teritorija o 1991 m. kapinėse pastatytas kryžius ir informacinė lenta lietuvių ir vokiečių k,,,0,,,,,5
391583.9943,6126166.943,1033,Paminklas žuvusiems tarybiniams kariams,"[{'id':11, 'name': 'Taurages_turizmo_ir_verslo_informacijos_centras_Vsi'}]",3/24/2014,,Dariaus ir Girėno g. Tauragė,S. Dariaus ir S. Girėno gatvės buvusiame miesto sode pokario metais įrengtos tarybinių karių kapinės kuriose palaidoti 648 tarybiniai kariai žuvę Antrajame pasauliniame kare. 1948 m. kapinėse pastatytas obeliskas.,,,2,,,,,1
390853.7428,6123772.459,1034,Tauragės geležinkelio stotis,"[{'id':11, 'name': 'Taurages_turizmo_ir_verslo_informacijos_centras_Vsi'}]",3/24/2014,,Tremtinių kelias 25 Tauragė,1925 m. pastatyta Tauragės geležinkelio stotis  Pastatą tuo metu vadintą keleiviniu namu projektavo žymus to meto architektas ir inžinierius Edmundas Alfonsas Frykas.,,,1,,,,,1
391443.2357,6124175.95,1035,Tauragės Stačiatikių cerkvė,"[{'id':11, 'name': 'Taurages_turizmo_ir_verslo_informacijos_centras_Vsi'}]",3/24/2014,,Pramonės g. Tauragė,1923 m.  pastatyta  nedidelė stačiatikių cerkvė.,,,1,,,,,5
389155.1144,6123509.727,1036,Tauragės dvarvietė,"[{'id':11, 'name': 'Taurages_turizmo_ir_verslo_informacijos_centras_Vsi'}]",3/24/2014,,Alėjos g. Taurų k. Tauragės r.,atsirado XV a.šis dvaras įvairiais laikotarpiais priklausė Vilniaus Trakų Žemaitijos Prūsijos Brandenburgo Rusijos LDK valdovams ir didžiūnams. 1807 m. Tauragėje rezidavo Rusijos caras Aleksandras I.,,,1,,,,,1
382088.8636,6117887.027,1037,Oplankio Greižėnų piliakalnis,"[{'id':11, 'name': 'Taurages_turizmo_ir_verslo_informacijos_centras_Vsi'}]",3/24/2014,,Oplankio k. Tauragės r.,Lauksargių apylinkėje. Greižėnų senkapį su piliakalniu „jungia“ senovės gyvenvietė. Joje rasta lipdytos keramikos geležies šlako verstukas. Piliakalnį iš rytų pietų vakarų supa Jūros slėnis.,,,10,,,,,3
383456.4976,6120923.127,1038,Lauksargių evangelikų-liuteronų bažnyčia,"[{'id':11, 'name': 'Taurages_turizmo_ir_verslo_informacijos_centras_Vsi'}]",3/24/2014,,Lauksargių k. Tauragės r.,Bažnyčia pašventinta 1887 m. Pastatą sudarė dviejų aukštų bokštas kelebriaunis stogas. Pirmojo pasaulinio karo metais bažnyčia buvo suniokota atstatyta 1924 m.,,,1,,,,,2
382973.6321,6121145.377,1039,Lauksargių geležinkelio stotis,"[{'id':11, 'name': 'Taurages_turizmo_ir_verslo_informacijos_centras_Vsi'}]",3/24/2014,,Lauksargių k. Tauragės r.,XX a. pradžioje statytas geležinkelio stoties kompleksas.Dviaukštis pastatas sumūrytas iš raudonų plytų išraiškingos Mažajai Lietuvai būdingos  architektūros. Šalimais yra du panašios išvaizdos geležinkeliečių namai.,,,1,,,,,2
384525.4164,6121949.712,1040,Buvusi siena tarp Didžiosios ir Mažosios Lietuvo,"[{'id':11, 'name': 'Taurages_turizmo_ir_verslo_informacijos_centras_Vsi'}]",3/24/2014,,,1422 m. Melno taikos susitarimu nužymėta siena.,,,11,,,,,4
386968.8484,6122862.527,1041,Konvencijos paminklas,"[{'id':11, 'name': 'Taurages_turizmo_ir_verslo_informacijos_centras_Vsi'}]",3/24/2014,,Staiginės k. Tauragės r.,1812 m. gruodžio 30d. netoli Tauragės Požerūnų malūne buvo pasirašyta konvencija tarp Napoleono sąjungininko Prūsijos armijos korpuso vado generolo leitenanto H.Jorko ir Rusijos armijos generolo majoro I.Dibičiaus.,,,2,,,,,4
308258.7795,6133241.369,1042,Akmens amžiaus gyvenvietė,"[{'id':10, 'name': 'Nidos_kulturos_ir_turizmo_informacijos_centras_Agila'}]",3/31/2014,9/29/2014,Nidos gyvenvietės pietinėje pusėje Nidos- Smiltynės pl. 48-as km. Neringos sav.,Nidos akmens amžiaus gyvenvietė dar kitaip žinoma kaip „Penkių kauburėlių“ yra virvelinės keramikos kultūra atspindys. Pirmieji archeologiniai tyrinėjimai čia pradėti jau XIX a. Šiuo metu akmens amžiaus gyvenvietės vietoje yra informa,http://www.visitneringa.com/lt/main/places?id=43549,Stone age settlement,0,The south part of Nida on 48 km. of the road Nida- Smiltynė Neringa,Nida Stone Age settlement named as “Four knolls settlement” is an example of Neolithic ceramics culture. Nowadays the place of the formal Neolithic settlement is marked by information stand.,http://www.visitneringa.com/lt/main/places?id=43549,,2
318653.8114,6161485.357,1043,Pažintinis dendrologinis takas,"[{'id':10, 'name': 'Nidos_kulturos_ir_turizmo_informacijos_centras_Agila'}]",3/31/2014,9/29/2014,Juodkrantės gyvenvietės šiaurinėje pusėje prie Gintaro įlankos Neringos sav.,Dendrologinis takas įrengtas Kuršių nerijos sengirėje. Tako pradžią žymi informacinis stendas matomas nuo kelio. Eidami 16 km ilgio taku Jūs susipažinsite su medžių ir krūmų įvairove.,http://www.visitneringa.com/lt/main/places?id=58947,Dendrology path,9,The north part of Juodkrantė near the Amber bay Neringa,Cognitive dendrology path equipped in the old forest of the Curonian spit. When walking on 1600 m in length path one will get acquainted with trees and brushes growing on the spit.,http://www.visitneringa.com/lt/main/places?id=58947,,4
337632.9692,6178204.882,1044,Kalniškės Gargždų piliakalnis,[],6/3/2014,3/2/2015,Klaipėdos rajonas Gargždų seniūnija,Piliakalnis įrengtas Minijos kairiojo kranto aukštumos kyšulyje. Piliakalnį iš šiaurės vakarų ir pietryčių juosia Minijos ir bevardžio upelio slėniai iš rytų prieina aukštuma. Ją nuo piliakalnio skiria 3 grioviai ir 3 pylimai,,,10,,,,,3
525577.8982,6213163.282,1045,Petro Vasinausko tėviškė,[],4/28/2014,,Pasvalio vnk. Pasvalio apylinkių sen. Pasvalio rajonas,Agronomo Arklio muziejaus Niūronyse Anykščių rajonas įkūrėjo  prof. Petro Vasinausko tėviškė.,,,11,,,,,5
519106.0446,6218242.102,1046,Brolių Vileišių gimtinė,[],4/28/2014,4/28/2014,Medinių k. Pasvalio apylinkių sen. Pasvalio rajonas,"Medinių kaimas - Jono Petro Antano ir kitų Vileišių gimtinė. Atminimo stogastulpyje užrašas - ""Vileišių šeimai - lietuvybės gaivintojai Lietuvos nepriklausomybės stiprintojai - dėkingi tėviškėnai"". Čia pat ošia dar jauni parko medeli",,,11,,,,,1
511098.9432,6196174.749,1047,Kidžionių vėjo malūnas,[],4/28/2014,,Kidžionių k. Pušaloto sen. Pasvalio rajonas,Kidžionių vėjo malūnas,,,1,,,,,5
529657.3845,6221180.835,1048,Raubonių vandens malūnas vilnų karšykla-verpyk,[],4/28/2014,,Raubonių k. Saločių sen. Pasvalio rajonas,Tai vienas iš nedaugelio gerai išsilaikiusių šio tipo įrenginių Šiaurės Lietuvoje. Itin būdinga Šiaurės Lietuvai pastato architektūra. Malūno vertė: technologinė dėl išlikusių įrenginių istorinė meninė dekoruotas,,,1,,,,,4
518689.2046,6203618.56,1049,Toliūnų vandens malūnas,[],4/28/2014,4/28/2014,Toliūnų k. Pušaloto sen. Pasvalio rajonas,Senovėje čia buvo dvarvietė. Dviaukštis raudonplytis malūno pastatas iškilo XIX ir XX amžių sandūroje. Dabar nebeveikiantis. Pastato vidus nukentėjo nuo gaisro bet nemažai vidaus įrengimų išliko.,,,1,,,,,5
528587.4191,6074257.291,1050,Žiežmarių sinagoga,[],5/16/2014,7/28/2014,,Viena iš aštuonių Lietuvoje išlikusių medinių sinagogų statyta greičiausiai XIX a. viduryje tad jos architektūroje jaučiama romantizmo įtaka.,http://goo.gl/Dz0r6g,Žiežmariai synagogue,1,,One from eight wooden synagogues in Lithuania. It was built in XIX century because of that there is clearly visible influence of romanticism architecture.,http://goo.gl/Dz0r6g,,1
323198.3778,6187829.902,1051,Eketės piliakalnis,[],6/3/2014,3/2/2015,Klaipėdos rajonas Kretingalės seniūnija,Didžiausias ir plačiausiai tyrinėtas Klaipėdos rajono piliakalnis stovi aukštame Eketės upelio krante.,,,10,,,,,3
526618.2537,6226461.672,1052,Geltonpamūšės dvaro sodyba,[],5/29/2014,5/29/2014,Geltonpamūšės k. Saločių sen. Pasvalio rajonas,"Dvaras priklausė vokiečių kilmės dvarininkams Brenaburgiams. Po I-jo pasaulinio karo jie čia nebegrįžo. Dvaras liko valstybės.
1925 m. dvaro žemės išparceliuotos. Centrą su 55 ha žemės pirko agronomas Julius Špokevičius. Vėliau buvo kita",http://www.heritage.lt/dvarai/,,1,,,,,1
344512.385,6161870.216,1053,Mockaičių piliakalnis,[],6/3/2014,3/2/2015,Klaipėdos rajonas Veiviržėnų seniūnija,Tai Veiviržo kairiajame krante didingo Skomantų piliakalnio pašonėje esanti Pilalė.,,,10,,,,,3
